area,areaName,movie_id,title,year,budget,budget_curr,total_amount,total_currency
XKN,East Africa,tt1389137,We Bought a Zoo,2011,50000000,USD,10471,USD
XWW,World-wide,tt1001508,He's Just Not That Into You,2009,40000000,USD,178866158,USD
XNDOM,International,tt1001508,He's Just Not That Into You,2009,40000000,USD,84912505,USD
XR2,Russia and Commonwealth of Independent States,tt1001508,He's Just Not That Into You,2009,40000000,USD,2863198,USD
XC4,Central America,tt1001508,He's Just Not That Into You,2009,40000000,USD,291478,USD
XKN,East Africa,tt1001508,He's Just Not That Into You,2009,40000000,USD,29446,USD
XWW,World-wide,tt0831887,The Spirit,2008,60000000,USD,39164441,USD
XNDOM,International,tt0831887,The Spirit,2008,60000000,USD,19358253,USD
XR2,Russia and Commonwealth of Independent States,tt0831887,The Spirit,2008,60000000,USD,940806,USD
XT2,Lesser Antilles,tt0831887,The Spirit,2008,60000000,USD,16000,USD
XWW,World-wide,tt0497465,Vicky Cristina Barcelona,2008,15500000,USD,96409300,USD
XNDOM,International,tt0497465,Vicky Cristina Barcelona,2008,15500000,USD,73192591,USD
XR2,Russia and Commonwealth of Independent States,tt0497465,Vicky Cristina Barcelona,2008,15500000,USD,1790892,USD
XC4,Central America,tt0497465,Vicky Cristina Barcelona,2008,15500000,USD,8878,USD
XWW,World-wide,tt0482571,The Prestige,2006,40000000,USD,109676311,USD
XNDOM,International,tt0482571,The Prestige,2006,40000000,USD,56586420,USD
XR2,Russia and Commonwealth of Independent States,tt0482571,The Prestige,2006,40000000,USD,1965984,USD
XWW,World-wide,tt0387877,The Black Dahlia,2006,50000000,USD,49332692,USD
XNDOM,International,tt0387877,The Black Dahlia,2006,50000000,USD,26787612,USD
XR2,Russia and Commonwealth of Independent States,tt0387877,The Black Dahlia,2006,50000000,USD,1265574,USD
XWW,World-wide,tt0457513,Scoop,2006,17300000,USD,39220946,USD
XNDOM,International,tt0457513,Scoop,2006,17300000,USD,28695229,USD
XR2,Russia and Commonwealth of Independent States,tt0457513,Scoop,2006,17300000,USD,351543,USD
XWW,World-wide,tt0399201,The Island,2005,126000000,USD,162949164,USD
XNDOM,International,tt0399201,The Island,2005,126000000,USD,127130251,USD
XR2,Russia and Commonwealth of Independent States,tt0399201,The Island,2005,126000000,USD,2820512,USD
XWW,World-wide,tt0416320,Match Point,2005,15000000,USD,85638656,USD
XNDOM,International,tt0416320,Match Point,2005,15000000,USD,62487127,USD
XR2,Russia and Commonwealth of Independent States,tt0416320,Match Point,2005,15000000,USD,357929,USD
XC4,Central America,tt0416320,Match Point,2005,15000000,USD,8103,USD
XWW,World-wide,tt0385267,In Good Company,2004,26000000,USD,61315215,USD
XNDOM,International,tt0385267,In Good Company,2004,26000000,USD,15508556,USD
XR2,Russia and Commonwealth of Independent States,tt0385267,In Good Company,2004,26000000,USD,667613,USD
XWW,World-wide,tt0345950,The SpongeBob SquarePants Movie,2004,30000000,USD,141067127,USD
XNDOM,International,tt0345950,The SpongeBob SquarePants Movie,2004,30000000,USD,55649139,USD
XCN,Central America+,tt0345950,The SpongeBob SquarePants Movie,2004,30000000,USD,910381,USD
XR2,Russia and Commonwealth of Independent States,tt0345950,The SpongeBob SquarePants Movie,2004,30000000,USD,321867,USD
XM7,Middle East including United Arab Emirates,tt0345950,The SpongeBob SquarePants Movie,2004,30000000,USD,123485,USD
XWW,World-wide,tt0379306,A Good Woman,2004,0,NULL,6878433,USD
XNDOM,International,tt0379306,A Good Woman,2004,0,NULL,6639824,USD
XWW,World-wide,tt0369672,A Love Song for Bobby Long,2004,0,NULL,2039526,USD
XNDOM,International,tt0369672,A Love Song for Bobby Long,2004,0,NULL,1875218,USD
XR2,Russia and Commonwealth of Independent States,tt0369672,A Love Song for Bobby Long,2004,0,NULL,13997,USD
XWW,World-wide,tt0335119,Girl with a Pearl Earring,2003,12000000,USD,33030115,USD
XNDOM,International,tt0335119,Girl with a Pearl Earring,2003,12000000,USD,21359144,USD
XWW,World-wide,tt0335266,Lost in Translation,2003,4000000,USD,118686937,USD
XNDOM,International,tt0335266,Lost in Translation,2003,4000000,USD,74101484,USD
XR2,Russia and Commonwealth of Independent States,tt0335266,Lost in Translation,2003,4000000,USD,349128,USD
XCN,Central America+,tt0335266,Lost in Translation,2003,4000000,USD,72137,USD
XWW,World-wide,tt0271367,Eight Legged Freaks,2002,30000000,USD,45867333,USD
XNDOM,International,tt0271367,Eight Legged Freaks,2002,30000000,USD,28544727,USD
XWW,World-wide,tt0221799,An American Rhapsody,2001,0,NULL,970676,USD
XNDOM,International,tt0221799,An American Rhapsody,2001,0,NULL,120421,USD
XWW,World-wide,tt0162346,Ghost World,2001,7000000,USD,8764389,USD
XNDOM,International,tt0162346,Ghost World,2001,7000000,USD,2546540,USD
XWW,World-wide,tt0243133,The Man Who Wasn't There,2001,20000000,USD,18916623,USD
XNDOM,International,tt0243133,The Man Who Wasn't There,2001,20000000,USD,11412366,USD
XWW,World-wide,tt0119314,The Horse Whisperer,1998,60000000,USD,186883563,USD
XNDOM,International,tt0119314,The Horse Whisperer,1998,60000000,USD,111500000,USD
XWW,World-wide,tt0119303,Home Alone 3,1997,32000000,USD,79082515,USD
XNDOM,International,tt0119303,Home Alone 3,1997,32000000,USD,48200000,USD
XWW,World-wide,tt0119098,Fall,1997,1000000,USD,51266,USD
XWW,World-wide,tt0116606,If Lucy Fell,1996,5000000,USD,2420162,USD
XWW,World-wide,tt0116985,Manny & Lo,1996,500000,USD,502313,USD
XWW,World-wide,tt0113501,Just Cause,1995,0,NULL,36853222,USD
XWW,World-wide,tt0110687,North,1994,40000000,USD,7182747,USD
NA,NA,tt5356180,Neon Nights: Rise of the Triad Underworld,2016,200000,CAD,NA,NA
XNDOM,International,tt4004084,Antisocial 2,2015,0,NULL,11924,USD
XWW,World-wide,tt4004084,Antisocial 2,2015,0,NULL,11924,USD
XNDOM,International,tt13730558,Russian Yug,2021,0,NULL,348435,USD
XR2,Russia and Commonwealth of Independent States,tt13730558,Russian Yug,2021,0,NULL,348435,USD
XWW,World-wide,tt13730558,Russian Yug,2021,0,NULL,348435,USD
XNDOM,International,tt12216986,The Last Frontier,2020,0,NULL,1233568,USD
XWW,World-wide,tt12216986,The Last Frontier,2020,0,NULL,1233568,USD
XR2,Russia and Commonwealth of Independent States,tt12216986,The Last Frontier,2020,0,NULL,1224213,USD
NA,NA,tt18272796,AK 47 - 2020,2020,1000000,RUR,NA,NA
XWW,World-wide,tt11547520,Kalashnikov,2020,0,NULL,1593464,USD
XNDOM,International,tt11547520,Kalashnikov,2020,0,NULL,1593464,USD
XR2,Russia and Commonwealth of Independent States,tt11547520,Kalashnikov,2020,0,NULL,1593464,USD
NA,NA,tt8285216,Better Than Us,2018,190000000,RUR,NA,NA
XNDOM,International,tt8918042,Dnyukha!,2018,0,NULL,1039637,USD
XWW,World-wide,tt8918042,Dnyukha!,2018,0,NULL,1039637,USD
XR2,Russia and Commonwealth of Independent States,tt8918042,Dnyukha!,2018,0,NULL,1015401,USD
XR2,Russia and Commonwealth of Independent States,tt4427076,14+,2015,0,NULL,167439,USD
XNDOM,International,tt4427076,14+,2015,0,NULL,167439,USD
XWW,World-wide,tt4427076,14+,2015,0,NULL,167439,USD
XWW,World-wide,tt2177827,The Search,2014,25000000,USD,434957,USD
XNDOM,International,tt2177827,The Search,2014,25000000,USD,434957,USD
XR2,Russia and Commonwealth of Independent States,tt1815836,Moy papa Baryshnikov,2011,0,NULL,34404,USD
XWW,World-wide,tt1815836,Moy papa Baryshnikov,2011,0,NULL,34404,USD
XNDOM,International,tt1815836,Moy papa Baryshnikov,2011,0,NULL,34404,USD
XWW,World-wide,tt9032400,Eternals,2021,200000000,USD,402064899,USD
XNDOM,International,tt9032400,Eternals,2021,200000000,USD,237194665,USD
XR2,Russia and Commonwealth of Independent States,tt9032400,Eternals,2021,200000000,USD,9329344,USD
XWW,World-wide,tt5109280,Raya and the Last Dragon,2021,0,NULL,130423032,USD
XNDOM,International,tt5109280,Raya and the Last Dragon,2021,0,NULL,75700000,USD
XR2,Russia and Commonwealth of Independent States,tt5109280,Raya and the Last Dragon,2021,0,NULL,12735031,USD
XWW,World-wide,tt2328900,Mary Queen of Scots,2018,25000000,USD,46712809,USD
XNDOM,International,tt2328900,Mary Queen of Scots,2018,25000000,USD,30244310,USD
XR2,Russia and Commonwealth of Independent States,tt2328900,Mary Queen of Scots,2018,25000000,USD,908798,USD
XWW,World-wide,tt1273221,London Fields,2018,8000000,USD,487420,USD
XNDOM,International,tt1273221,London Fields,2018,8000000,USD,234744,USD
XR2,Russia and Commonwealth of Independent States,tt1273221,London Fields,2018,8000000,USD,178114,USD
XWW,World-wide,tt3104988,Crazy Rich Asians,2018,30000000,USD,238843729,USD
XNDOM,International,tt3104988,Crazy Rich Asians,2018,30000000,USD,64006277,USD
XWW,World-wide,tt3371366,Transformers: The Last Knight,2017,217000000,USD,605425157,USD
XNDOM,International,tt3371366,Transformers: The Last Knight,2017,217000000,USD,475256474,USD
XR2,Russia and Commonwealth of Independent States,tt3371366,Transformers: The Last Knight,2017,217000000,USD,15890358,USD
XWW,World-wide,tt3567666,Stratton,2017,0,NULL,257212,USD
XNDOM,International,tt3567666,Stratton,2017,0,NULL,257212,USD
XWW,World-wide,tt3183660,Fantastic Beasts and Where to Find Them,2016,180000000,USD,814044001,USD
XNDOM,International,tt3183660,Fantastic Beasts and Where to Find Them,2016,180000000,USD,580006426,USD
XR2,Russia and Commonwealth of Independent States,tt3183660,Fantastic Beasts and Where to Find Them,2016,180000000,USD,22100000,USD
XNDOM,International,tt3613648,Families,2015,8000000,EUR,3424810,USD
XWW,World-wide,tt3613648,Families,2015,8000000,EUR,3424810,USD
XR2,Russia and Commonwealth of Independent States,tt3613648,Families,2015,8000000,EUR,17538,USD
XWW,World-wide,tt1205537,Jack Ryan: Shadow Recruit,2014,60000000,USD,135503748,USD
XNDOM,International,tt1205537,Jack Ryan: Shadow Recruit,2014,60000000,USD,84926336,USD
XR2,Russia and Commonwealth of Independent States,tt1205537,Jack Ryan: Shadow Recruit,2014,60000000,USD,3603026,USD
XKN,East Africa,tt1205537,Jack Ryan: Shadow Recruit,2014,60000000,USD,21448,USD
XWW,World-wide,tt1825157,The Double,2013,0,NULL,1662515,USD
XNDOM,International,tt1825157,The Double,2013,0,NULL,1462109,USD
XWW,World-wide,tt1440292,Submarine,2010,0,NULL,3875173,USD
XNDOM,International,tt1440292,Submarine,2010,0,NULL,3407571,USD
XR2,Russia and Commonwealth of Independent States,tt1440292,Submarine,2010,0,NULL,53945,USD
XWW,World-wide,tt1092634,Shanghai,2010,50000000,USD,15302850,USD
XNDOM,International,tt1092634,Shanghai,2010,50000000,USD,15256425,USD
XWW,World-wide,tt0436992,Doctor Who,2005,0,NULL,76205,USD
XWW,World-wide,tt1258197,Exam,2009,0,NULL,394717,USD
XNDOM,International,tt1258197,Exam,2009,0,NULL,394717,USD
XR2,Russia and Commonwealth of Independent States,tt1258197,Exam,2009,0,NULL,116210,USD
XWW,World-wide,tt0125439,Notting Hill,1999,42000000,USD,363889678,USD
XNDOM,International,tt0125439,Notting Hill,1999,42000000,USD,247800000,USD
XR2,Russia and Commonwealth of Independent States,tt0125439,Notting Hill,1999,42000000,USD,450000,USD
NA,NA,tt5491564,Off Set,2017,2000,USD,NA,NA
NA,NA,tt3439236,Complete Works,2014,45000,USD,NA,NA
XWW,World-wide,tt1915581,Magic Mike,2012,7000000,USD,167800003,USD
XNDOM,International,tt1915581,Magic Mike,2012,7000000,USD,54018390,USD
XWW,World-wide,tt1130080,The Informant!,2009,22000000,USD,41771168,USD
XNDOM,International,tt1130080,The Informant!,2009,22000000,USD,8454347,USD
XWW,World-wide,tt3045616,Mortdecai,2015,60000000,USD,47275717,USD
XNDOM,International,tt3045616,Mortdecai,2015,60000000,USD,39579583,USD
XWW,World-wide,tt1932718,Thanks for Sharing,2012,0,NULL,3499442,USD
XNDOM,International,tt1932718,Thanks for Sharing,2012,0,NULL,2433561,USD
XWW,World-wide,tt1598778,Contagion,2011,60000000,USD,136515867,USD
XNDOM,International,tt1598778,Contagion,2011,60000000,USD,60857770,USD
XR2,Russia and Commonwealth of Independent States,tt1598778,Contagion,2011,60000000,USD,3784557,USD
XKN,East Africa,tt1598778,Contagion,2011,60000000,USD,24603,USD
XWW,World-wide,tt1555064,Country Strong,2010,15000000,USD,20529194,USD
XNDOM,International,tt1555064,Country Strong,2010,15000000,USD,310273,USD
XWW,World-wide,tt1103275,Two Lovers,2008,9800000,USD,16303643,USD
XNDOM,International,tt1103275,Two Lovers,2008,9800000,USD,13154609,USD
XR2,Russia and Commonwealth of Independent States,tt1103275,Two Lovers,2008,9800000,USD,59562,USD
XWW,World-wide,tt0484111,The Good Night,2007,15000000,USD,508084,USD
XNDOM,International,tt0484111,The Good Night,2007,15000000,USD,485643,USD
XR2,Russia and Commonwealth of Independent States,tt0484111,The Good Night,2007,15000000,USD,29679,USD
XWW,World-wide,tt0439289,Running with Scissors,2006,12000000,USD,7460797,USD
XNDOM,International,tt0439289,Running with Scissors,2006,12000000,USD,437970,USD
XWW,World-wide,tt0452643,Love and Other Disasters,2006,0,NULL,6369805,USD
XNDOM,International,tt0452643,Love and Other Disasters,2006,0,NULL,6369805,USD
XR2,Russia and Commonwealth of Independent States,tt0452643,Love and Other Disasters,2006,0,NULL,901860,USD
XWW,World-wide,tt0420609,Infamous,2006,13000000,USD,2689799,USD
XNDOM,International,tt0420609,Infamous,2006,13000000,USD,1538469,USD
XWW,World-wide,tt0377107,Proof,2005,20000000,USD,14189860,USD
XNDOM,International,tt0377107,Proof,2005,20000000,USD,6654529,USD
XWW,World-wide,tt0346156,Sky Captain and the World of Tomorrow,2004,70000000,USD,57947036,USD
XNDOM,International,tt0346156,Sky Captain and the World of Tomorrow,2004,70000000,USD,20184359,USD
XR2,Russia and Commonwealth of Independent States,tt0346156,Sky Captain and the World of Tomorrow,2004,70000000,USD,2103622,USD
XWW,World-wide,tt0325055,Sylvia,2003,7000000,GBP,2917393,USD
XNDOM,International,tt0325055,Sylvia,2003,7000000,GBP,1601895,USD
XWW,World-wide,tt0264150,View from the Top,2003,30000000,USD,19526014,USD
XNDOM,International,tt0264150,View from the Top,2003,30000000,USD,3912014,USD
XR2,Russia and Commonwealth of Independent States,tt0264150,View from the Top,2003,30000000,USD,602645,USD
XWW,World-wide,tt0295178,Austin Powers in Goldmember,2002,63000000,USD,296938801,USD
XNDOM,International,tt0295178,Austin Powers in Goldmember,2002,63000000,USD,83630912,USD
XCN,Central America+,tt0295178,Austin Powers in Goldmember,2002,63000000,USD,134473,USD
XB2,Baltic States,tt0295178,Austin Powers in Goldmember,2002,63000000,USD,101169,USD
XL3,Lebanon and United Arab Emirates,tt0295178,Austin Powers in Goldmember,2002,63000000,USD,93927,USD
XW2,West Indies,tt0295178,Austin Powers in Goldmember,2002,63000000,USD,79625,USD
XC3,Czech Republic and Slovakia,tt0295178,Austin Powers in Goldmember,2002,63000000,USD,61781,USD
XWW,World-wide,tt0256380,Shallow Hal,2001,40000000,USD,141069860,USD
XNDOM,International,tt0256380,Shallow Hal,2001,40000000,USD,70230657,USD
XWW,World-wide,tt0265666,The Royal Tenenbaums,2001,21000000,USD,71444482,USD
XNDOM,International,tt0265666,The Royal Tenenbaums,2001,21000000,USD,19080472,USD
XWW,World-wide,tt0254099,The Anniversary Party,2001,0,NULL,4931888,USD
XNDOM,International,tt0254099,The Anniversary Party,2001,0,NULL,884559,USD
XWW,World-wide,tt0186894,Bounce,2000,35000000,USD,53425292,USD
XNDOM,International,tt0186894,Bounce,2000,35000000,USD,16620004,USD
XWW,World-wide,tt0134630,Duets,2000,21000000,USD,6620242,USD
XNDOM,International,tt0134630,Duets,2000,21000000,USD,1881219,USD
XWW,World-wide,tt0134119,The Talented Mr. Ripley,1999,40000000,USD,128799509,USD
XNDOM,International,tt0134119,The Talented Mr. Ripley,1999,40000000,USD,47501244,USD
XWW,World-wide,tt0120655,Dogma,1999,10000000,USD,31429330,USD
XNDOM,International,tt0120655,Dogma,1999,10000000,USD,776440,USD
XWW,World-wide,tt0138097,Shakespeare in Love,1998,25000000,USD,289317794,USD
XNDOM,International,tt0138097,Shakespeare in Love,1998,25000000,USD,189000000,USD
XWW,World-wide,tt0118744,Hush,1998,21000000,USD,13583690,USD
XWW,World-wide,tt0120787,A Perfect Murder,1998,60000000,USD,128038368,USD
XNDOM,International,tt0120787,A Perfect Murder,1998,60000000,USD,60400000,USD
XWW,World-wide,tt0119223,Great Expectations,1998,25000000,USD,55494066,USD
XNDOM,International,tt0119223,Great Expectations,1998,25000000,USD,29073394,USD
XWW,World-wide,tt0120148,Sliding Doors,1998,6000000,USD,11841544,USD
XWW,World-wide,tt0116191,Emma,1996,6000000,USD,22231658,USD
XWW,World-wide,tt0117283,The Pallbearer,1996,8000000,USD,5656388,USD
XWW,World-wide,tt0119256,Hard Eight,1996,3000000,USD,222559,USD
XWW,World-wide,tt0113851,Moonlight and Valentino,1995,0,NULL,2484226,USD
XWW,World-wide,tt0114369,Se7en,1995,33000000,USD,327333559,USD
XNDOM,International,tt0114369,Se7en,1995,33000000,USD,227207916,USD
XC3,Czech Republic and Slovakia,tt0114369,Se7en,1995,33000000,USD,438664,USD
XCN,Central America+,tt0114369,Se7en,1995,33000000,USD,273154,USD
XL3,Lebanon and United Arab Emirates,tt0114369,Se7en,1995,33000000,USD,203097,USD
XB2,Baltic States,tt0114369,Se7en,1995,33000000,USD,87941,USD
XW2,West Indies,tt0114369,Se7en,1995,33000000,USD,69734,USD
XR2,Russia and Commonwealth of Independent States,tt0114369,Se7en,1995,33000000,USD,36871,USD
XWW,World-wide,tt0113463,Jefferson in Paris,1995,14000000,USD,2473668,USD
XWW,World-wide,tt0113305,Higher Learning,1995,0,NULL,38290723,USD
XWW,World-wide,tt0110588,Mrs. Parker and the Vicious Circle,1994,7000000,USD,2144667,USD
XWW,World-wide,tt0106926,Flesh and Bone,1993,0,NULL,9709451,USD
XWW,World-wide,tt0107497,Malice,1993,20000000,USD,46405336,USD
XWW,World-wide,tt0102057,Hook,1991,70000000,USD,300854823,USD
XNDOM,International,tt0102057,Hook,1991,70000000,USD,181200000,USD
XWW,World-wide,tt0102913,Shout,1991,0,NULL,3547684,USD
XWW,World-wide,tt8545482,Zone 414,2021,0,NULL,3703,USD
XNDOM,International,tt8545482,Zone 414,2021,0,NULL,3703,USD
XNDOM,International,tt11263022,The Seventh Day,2021,0,NULL,963938,USD
XWW,World-wide,tt11263022,The Seventh Day,2021,0,NULL,963938,USD
XR2,Russia and Commonwealth of Independent States,tt11263022,The Seventh Day,2021,0,NULL,361559,USD
XWW,World-wide,tt1634106,Bloodshot,2020,45000000,USD,33542457,USD
XNDOM,International,tt1634106,Bloodshot,2020,45000000,USD,20980633,USD
XR2,Russia and Commonwealth of Independent States,tt1634106,Bloodshot,2020,45000000,USD,3692324,USD
XC4,Central America,tt1634106,Bloodshot,2020,45000000,USD,111932,USD
XNDOM,International,tt5717194,Disturbing the Peace,2020,5000000,USD,49104,USD
XWW,World-wide,tt5717194,Disturbing the Peace,2020,5000000,USD,49104,USD
XWW,World-wide,tt8337320,The Last Vermeer,2019,0,NULL,884710,USD
XNDOM,International,tt8337320,The Last Vermeer,2019,0,NULL,199330,USD
XWW,World-wide,tt3282076,Domino,2019,7800000,USD,317776,USD
XNDOM,International,tt3282076,Domino,2019,7800000,USD,317776,USD
XR2,Russia and Commonwealth of Independent States,tt3282076,Domino,2019,7800000,USD,45435,USD
XWW,World-wide,tt5616294,Spinning Man,2018,8500000,USD,283755,USD
XNDOM,International,tt5616294,Spinning Man,2018,8500000,USD,283755,USD
XNDOM,International,tt5473090,Swinging Safari,2018,0,NULL,1236408,USD
XWW,World-wide,tt5473090,Swinging Safari,2018,0,NULL,1236408,USD
XWW,World-wide,tt2316204,Alien: Covenant,2017,97000000,USD,240891763,USD
XNDOM,International,tt2316204,Alien: Covenant,2017,97000000,USD,166629732,USD
XR2,Russia and Commonwealth of Independent States,tt2316204,Alien: Covenant,2017,97000000,USD,7549945,USD
